sample	target_gene	regulation	fold_change
Ncol_pos	Nvec_vc1.1_XM_001634580.3	up	1.19924159815428
Elav_pos	Nvec_vc1.1_XM_032363386.2	down	-1.19706707816376
Ncol_pos	Nvec_vc1.1_XM_032363386.2	down	-1.19706707816376
Elav_pos	Nvec_vc1.1_XM_001638220.3	down	-1.19546816525116
Elav_pos	Nvec_vc1.1_XM_001638220.3	down	-1.19546816525116
Elav_pos	Nvec_vc1.1_XM_048730244.1	down	-1.19497300017084
Elav_pos	Nvec_vc1.1_XM_048730244.1	down	-1.19497300017084
Elav_pos	Nvec_vc1.1_XM_032366775.2	down	-1.186150955808
Elav_pos	Nvec_vc1.1_XM_048732129.1	down	-1.17621271009694
Ncol_pos	Nvec_NVE18960	up	1.17233987300052
Elav_pos	Nvec_vc1.1_XM_001624990.3	down	-1.17142336740463
Elav_pos	Nvec_vc1.1_XM_032372373.2	down	-1.17142336740463
Elav_pos	Nvec_vc1.1_XM_001624990.3	down	-1.17142336740463
Ncol_pos	Nvec_vc1.1_XM_048720773.1	down	-1.16856111144888
Elav_pos	Nvec_vc1.1_XM_048727253.1	up	1.1645801404404
Elav_pos	Nvec_vc1.1_XM_001638372.3	down	-1.16256575300271
Ncol_pos	Nvec_vc1.1_XM_001638372.3	down	-1.16256575300271
Ncol_pos	Nvec_vc1.1_XM_032362529.2	up	1.15882646674091
Ncol_pos	Nvec_vc1.1_XM_001637607.3	up	1.15825577961368
Elav_pos	Nvec_vc1.1_XM_001628232.3	down	-1.14846503990438
Ncol_pos	Nvec_vc1.1_XM_001628232.3	down	-1.14846503990438
Elav_pos	Nvec_vc1.1_XM_032367285.2	down	-1.13455640086064
Elav_pos	Nvec_v1g205215	down	-1.12462546714084
Ncol_pos	Nvec_vc1.1_XM_032362240.2	down	-1.1226686538877
Elav_pos	Nvec_vc1.1_XM_032371493.2	up	1.1204172053119
Ncol_pos	Nvec_vc1.1_XM_048730818.1	up	1.1186504775655
Ncol_pos	Nvec_v1g9118	down	-1.10960401133655
Ncol_pos	Nvec_vc1.1_XM_001640113.3	down	-1.10903882695832
Ncol_pos	Nvec_vc1.1_XM_001625953.3	up	1.10692409258228
Elav_pos	Nvec_vc1.1_XM_048722503.1	down	-1.10125502887156
Elav_pos	Nvec_vc1.1_XM_001631442.3	up	1.09450809097853
Ncol_pos	Nvec_vc1.1_XM_001631442.3	up	1.09450809097853
Elav_pos	Nvec_vc1.1_XM_032364875.2	up	1.09319645824074
Ncol_pos	Nvec_NVE17480	up	1.08987939691373
Elav_pos	Nvec_vc1.1_XM_032375471.2	down	-1.07405953753231
Ncol_pos	Nvec_vc1.1_XM_048734095.1	up	1.07167887848271
Ncol_pos	Nvec_NVE2432	down	-1.07101038803124
Ncol_pos	Nvec_vc1.1_XM_032370011.2	down	-1.06796409130896
Elav_pos	Nvec_vc1.1_XM_032366571.2	down	-1.06600658148308
Elav_pos	Nvec_vc1.1_XM_048729093.1	down	-1.05825780851079
Elav_pos	Nvec_vc1.1_XM_032375468.2	down	-1.05730273865316
Elav_pos	Nvec_vc1.1_XM_001638276.3	down	-1.05582101774875
Ncol_pos	Nvec_vc1.1_XM_032363262.2	up	1.05450501202912
Elav_pos	Nvec_vc1.1_XM_032372197.2	down	-1.04067085613213
Ncol_pos	Nvec_vc1.1_XM_032371997.2	down	-1.03815908874254
Ncol_pos	Nvec_vc1.1_XM_048731055.1	up	1.03410993445811
Ncol_pos	Nvec_vc1.1_XM_032377572.2	down	-1.03058365776183
Elav_pos	Nvec_vc1.1_XM_048733641.1	up	1.02692390932844
Elav_pos	Nvec_vc1.1_XM_032385215.2	down	-1.02167369138402
Ncol_pos	Nvec_vc1.1_XM_032385215.2	down	-1.02167369138402
Elav_pos	Nvec_vc1.1_XM_032378864.2	up	1.02105750593818
Elav_pos	Nvec_vc1.1_XM_032386272.2	down	-1.02022762939391
Ncol_pos	Nvec_vc1.1_XM_048731535.1	down	-1.0146378982964
Elav_pos	Nvec_vc1.1_XM_048728093.1	down	-1.01410312926327
Ncol_pos	Nvec_vc1.1_XM_001638565.3	down	-1.0031193409554
Elav_pos	Nvec_vc1.1_XM_001637260.3	down	-0.994544104508419
Ncol_pos	Nvec_vc1.1_XM_001637260.3	down	-0.994544104508419
Elav_pos	Nvec_v1g239271	down	-0.993871988195341
Ncol_pos	Nvec_vc1.1_XM_048720580.1	down	-0.992871323798042
Ncol_pos	Nvec_vc1.1_XM_032383003.2	up	0.986554593867806
Ncol_pos	Nvec_vc1.1_XM_048720432.1	up	0.981940245263454
Ncol_pos	Nvec_vc1.1_XM_048731055.1	up	0.979758489296312
Elav_pos	Nvec_vc1.1_XM_001634114.3	down	-0.978842182510315
Elav_pos	Nvec_vc1.1_XM_032367227.2	down	-0.974291537969795
Ncol_pos	Nvec_vc1.1_XM_032367227.2	down	-0.974291537969795
Elav_pos	Nvec_vc1.1_XM_048728490.1	down	-0.972905477580897
Ncol_pos	Nvec_vc1.1_XM_048728490.1	down	-0.972905477580897
Elav_pos	Nvec_vc1.1_XM_032371141.2	down	-0.971073762281821
Ncol_pos	Nvec_v1g112848	up	0.970975142235265
Elav_pos	Nvec_vc1.1_XM_048733658.1	up	0.965031761097101
Ncol_pos	Nvec_vc1.1_XM_032373207.2	up	0.963386430835775
Elav_pos	Nvec_vc1.1_XM_048732663.1	up	0.956608941808088
Elav_pos	Nvec_vc1.1_XM_048732663.1	up	0.956608941808088
Ncol_pos	Nvec_vc1.1_XM_032382923.2	down	-0.956214330060478
Elav_pos	Nvec_vc1.1_XM_032386408.2	up	0.955678720844263
Ncol_pos	Nvec_vc1.1_XM_032386408.2	up	0.955678720844263
Elav_pos	Nvec_NVE776	down	-0.942460385870124
Ncol_pos	Nvec_vc1.1_XM_048722375.1	up	0.938716691659923
Ncol_pos	Nvec_vc1.1_XM_048722356.1	up	0.938716691659923
Ncol_pos	Nvec_vc1.1_XM_048722356.1	up	0.938716691659923
Elav_pos	Nvec_vc1.1_XM_032376323.2	down	-0.937957542061388
Elav_pos	Nvec_vc1.1_XM_048733757.1	down	-0.934412699066879
Elav_pos	Nvec_vc1.1_XM_001630340.3	up	0.926383633485194
Ncol_pos	Nvec_vc1.1_XM_048730886.1	down	-0.918257466349553
Elav_pos	Nvec_vc1.1_XM_032375468.2	down	-0.915864334263641
Ncol_pos	Nvec_vc1.1_XM_032376953.2	up	0.914844009894294
Ncol_pos	Nvec_vc1.1_XM_001631405.3	up	0.914651516208504
Ncol_pos	Nvec_vc1.1_XM_001631405.3	up	0.914651516208504
Elav_pos	Nvec_vc1.1_XM_032361876.2	down	-0.914296778168474
Ncol_pos	Nvec_vc1.1_XM_001630864.3	up	0.908027446149631
Elav_pos	Nvec_vc1.1_XM_032366877.2	down	-0.901361893572872
Elav_pos	Nvec_vc1.1_XM_001623360.3	down	-0.90134389626226
Ncol_pos	Nvec_vc1.1_XM_001623360.3	down	-0.90134389626226
Elav_pos	Nvec_vc1.1_XM_048731133.1	down	-0.892834638004748
Elav_pos	Nvec_NVE21804	down	-0.884531336712524
Elav_pos	Nvec_vc1.1_XM_032366593.2	down	-0.883578552175861
Elav_pos	Nvec_vc1.1_XM_001629547.3	up	0.883081583657725
Elav_pos	Nvec_vc1.1_XM_001629547.3	up	0.883081583657725
Elav_pos	Nvec_vc1.1_XM_032377132.2	down	-0.871071262468876
Elav_pos	Nvec_vc1.1_XM_032373190.2	down	-0.870651617364705
Ncol_pos	Nvec_vc1.1_XM_032373190.2	down	-0.870651617364705
Ncol_pos	Nvec_NVE25590	down	-0.866204361604
Elav_pos	Nvec_vc1.1_XM_048730604.1	up	0.865665638705845
Elav_pos	Nvec_vc1.1_XM_048726737.1	down	-0.865279483008692
Elav_pos	Nvec_vc1.1_XM_032363337.2	down	-0.855039595380281
Ncol_pos	Nvec_vc1.1_XM_032383470.2	down	-0.852658340905727
Elav_pos	Nvec_vc1.1_XM_001622296.3	down	-0.851430553507973
Ncol_pos	Nvec_vc1.1_XM_032385572.2	up	0.839928089704181
Elav_pos	Nvec_vc1.1_XM_032378511.2	down	-0.838599819632793
Elav_pos	Nvec_vc1.1_XM_001632402.3	down	-0.835167018564462
Elav_pos	Nvec_v1g238275	up	0.815871216083406
Elav_pos	Nvec_vc1.1_XM_032376986.2	down	-0.814985423567512
Elav_pos	Nvec_vc1.1_XM_032366934.2	down	-0.799360203967318
Ncol_pos	Nvec_NVE265	down	-0.796932216125198
Ncol_pos	Nvec_vc1.1_XM_032383171.2	up	0.796904343877089
Elav_pos	Nvec_vc1.1_XM_048732663.1	up	0.794669017936067
Ncol_pos	Nvec_vc1.1_XM_032377762.2	up	0.788815658007923
Elav_pos	Nvec_vc1.1_XM_032365441.2	down	-0.788057085493192
Elav_pos	Nvec_vc1.1_XM_032372148.2	down	-0.781931114524483
Elav_pos	Nvec_vc1.1_XM_032381935.2	up	0.777875122243009
Elav_pos	Nvec_vc1.1_XM_048733658.1	up	0.777642104959806
Ncol_pos	Nvec_vc1.1_XM_048724320.1	down	-0.774953694420474
Elav_pos	Nvec_vc1.1_XM_048731618.1	down	-0.773285243815998
Ncol_pos	Nvec_vc1.1_XM_048731618.1	down	-0.773285243815998
Elav_pos	Nvec_vc1.1_XM_001639658.3	up	0.771654601626939
Ncol_pos	Nvec_NVE19315	up	0.767722955262716
Ncol_pos	Nvec_NVE2500	down	-0.765883910237005
Ncol_pos	Nvec_vc1.1_XM_001629437.3	down	-0.765138018805586
Elav_pos	Nvec_vc1.1_XM_048726737.1	down	-0.762760069618785
Ncol_pos	Nvec_vc1.1_XM_048726737.1	down	-0.762760069618785
Elav_pos	Nvec_vc1.1_XM_001641022.3	down	-0.757400927678426
Ncol_pos	Nvec_vc1.1_XM_001641022.3	down	-0.757400927678426
Ncol_pos	Nvec_v1g97297	down	-0.755558096866512
Elav_pos	Nvec_vc1.1_XM_048720685.1	down	-0.748415138414125
Elav_pos	Nvec_vc1.1_XM_032382798.2	down	-0.743409819757916
Ncol_pos	Nvec_vc1.1_XM_032382798.2	down	-0.743409819757916
Elav_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Elav_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Elav_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Ncol_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Ncol_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Ncol_pos	Nvec_vc1.1_XM_032370178.2	down	-0.731318206536716
Ncol_pos	Nvec_vc1.1_XM_032378781.2	down	-0.7277343304371
Elav_pos	Nvec_vc1.1_XM_032363989.2	down	-0.726167955468679
Ncol_pos	Nvec_vc1.1_XM_032384677.2	up	0.725193223124587
Elav_pos	Nvec_vc1.1_XM_048722139.1	down	-0.715116969998261
Elav_pos	Nvec_NVE7990	down	-0.713623654204718
Elav_pos	Nvec_vc1.1_XM_048724554.1	down	-0.710486432665513
Elav_pos	Nvec_vc1.1_XM_032362183.2	down	-0.708251178233549
Elav_pos	Nvec_vc1.1_XM_032362183.2	down	-0.708251178233549
Elav_pos	Nvec_vc1.1_XM_032362183.2	down	-0.708251178233549
Elav_pos	Nvec_vc1.1_XM_032362183.2	down	-0.708251178233549
Elav_pos	Nvec_vc1.1_XM_048724381.1	down	-0.698624809578463
Ncol_pos	Nvec_vc1.1_XM_048728676.1	down	-0.692540079193033
Elav_pos	Nvec_vc1.1_XM_001632689.3	down	-0.69207846647107
Ncol_pos	Nvec_vc1.1_XM_001632689.3	down	-0.69207846647107
Elav_pos	Nvec_vc1.1_XM_048720583.1	up	0.682039428628156
Ncol_pos	Nvec_vc1.1_XM_048720583.1	up	0.682039428628156
Ncol_pos	Nvec_vc1.1_XM_048720901.1	up	0.679563434946354
Elav_pos	Nvec_NVE6207	up	0.679114956343751
Elav_pos	Nvec_vc1.1_XM_032375421.2	up	0.674297099141679
Elav_pos	Nvec_vc1.1_XM_032375421.2	up	0.674297099141679
Elav_pos	Nvec_NVE24623	down	-0.674204841708559
Elav_pos	Nvec_vc1.1_XM_048731206.1	down	-0.671267344891445
Elav_pos	Nvec_vc1.1_XM_001640353.3	up	0.669185903162663
Ncol_pos	Nvec_vc1.1_XM_001640353.3	up	0.669185903162663
Elav_pos	Nvec_vc1.1_XM_032386756.2	down	-0.663253690037928
Elav_pos	Nvec_vc1.1_XM_032379062.2	up	0.658177881384056
Ncol_pos	Nvec_vc1.1_XM_032379062.2	up	0.658177881384056
Elav_pos	Nvec_vc1.1_XM_032380509.2	down	-0.657006273302154
Elav_pos	Nvec_vc1.1_XM_048724554.1	down	-0.653106960976046
Elav_pos	Nvec_v1g220271	down	-0.652374365236102
Ncol_pos	Nvec_vc1.1_XM_001639519.3	down	-0.630839484354956
Elav_pos	Nvec_vc1.1_XM_001630845.3	down	-0.625125030473273
Elav_pos	Nvec_vc1.1_XM_032384233.2	down	-0.623751592494971
Elav_pos	Nvec_vc1.1_XM_032371054.2	down	-0.622122293528329
Ncol_pos	Nvec_vc1.1_XM_032384609.2	up	0.619705901330678
Ncol_pos	Nvec_NVE13057	up	0.618546581435359
Elav_pos	Nvec_NVE6208	up	0.615801605523295
Elav_pos	Nvec_vc1.1_XM_001629182.3	down	-0.615723808756361
Ncol_pos	Nvec_vc1.1_XM_001629182.3	down	-0.615723808756361
Ncol_pos	Nvec_vc1.1_XM_001639511.3	up	0.614543005211337
Ncol_pos	Nvec_vc1.1_XM_032372014.2	up	0.607075019188963
Elav_pos	Nvec_vc1.1_XM_032367360.2	down	-0.604504834063618
Elav_pos	Nvec_v1g239539	up	0.604197228598671
Ncol_pos	Nvec_vc1.1_XM_032378291.2	down	-0.599239395030918
Ncol_pos	Nvec_vc1.1_XM_032378291.2	down	-0.599239395030918
Elav_pos	Nvec_vc1.1_XM_001633821.3	down	-0.599043100144752
Elav_pos	Nvec_vc1.1_XM_032373958.2	down	-0.592615835518429
Elav_pos	Nvec_vc1.1_XM_001629272.3	up	0.586507862113307
Elav_pos	Nvec_vc1.1_XM_001621919.3	up	0.5843878084306
Elav_pos	Nvec_vc1.1_XM_032375704.2	down	-0.583315631068464
Elav_pos	Nvec_vc1.1_XM_048732328.1	up	0.583060820797564
Elav_pos	Nvec_vc1.1_XM_048731618.1	down	-0.581641933607179
Ncol_pos	Nvec_vc1.1_XM_048731618.1	down	-0.581641933607179
Elav_pos	Nvec_vc1.1_XM_048720837.1	down	-0.580041996996845
Elav_pos	Nvec_vc1.1_XM_048720837.1	down	-0.580041996996845
Elav_pos	Nvec_NVE13928	down	-0.579314831145907
Ncol_pos	Nvec_vc1.1_XM_048725623.1	up	0.578877449656915
Elav_pos	Nvec_vc1.1_XM_001630871.3	up	0.57865568207878
Elav_pos	Nvec_vc1.1_XM_001633819.3	up	0.567598650758968
Elav_pos	Nvec_vc1.1_XM_032378865.2	down	-0.564591405316776
Ncol_pos	Nvec_vc1.1_XM_032378865.2	down	-0.564591405316776
Ncol_pos	Nvec_vc1.1_XM_032370917.2	down	-0.563873562530952
Elav_pos	Nvec_vc1.1_XM_032371040.2	down	-0.56314857447268
Elav_pos	Nvec_NVE24401	down	-0.556228659369645
Elav_pos	Nvec_vc1.1_XM_048730796.1	down	-0.55221455447521
Elav_pos	Nvec_vc1.1_XM_048730796.1	down	-0.55221455447521
Ncol_pos	Nvec_vc1.1_XM_048731268.1	up	0.547864051848145
Elav_pos	Nvec_vc1.1_XM_001630909.3	down	-0.546761724111523
Elav_pos	Nvec_vc1.1_XM_001632620.3	down	-0.537756657366016
Elav_pos	Nvec_vc1.1_XM_001639402.3	down	-0.536758134247986
Ncol_pos	Nvec_vc1.1_XM_001639402.3	down	-0.536758134247986
Elav_pos	Nvec_vc1.1_XM_048729325.1	down	-0.531081818279135
Ncol_pos	Nvec_vc1.1_XM_048729325.1	down	-0.531081818279135
Ncol_pos	Nvec_vc1.1_XM_032369639.2	down	-0.528307423566952
Elav_pos	Nvec_NVE10634	down	-0.523796916048021
Elav_pos	Nvec_vc1.1_XM_048720281.1	down	-0.52213662994908
Elav_pos	Nvec_vc1.1_XM_001624474.3	down	-0.521057171233642
Elav_pos	Nvec_vc1.1_XM_048721600.1	down	-0.519167093487648
Elav_pos	Nvec_vc1.1_XM_032366118.2	down	-0.510035156501464
Elav_pos	Nvec_vc1.1_XM_032375198.2	down	-0.507630293401143
Elav_pos	Nvec_NVE8960	up	0.507326195608777
Elav_pos	Nvec_vc1.1_XM_032371526.2	down	-0.502758366698695
Ncol_pos	Nvec_vc1.1_XM_032371526.2	down	-0.502758366698695
Ncol_pos	Nvec_vc1.1_XM_032361900.2	down	-0.500536999806574
Elav_pos	Nvec_vc1.1_XM_048722888.1	up	0.499265752707471
Ncol_pos	Nvec_vc1.1_XM_048722888.1	up	0.499265752707471
Elav_pos	Nvec_vc1.1_XM_032377937.2	down	-0.496980383210917
Ncol_pos	Nvec_vc1.1_XM_032377937.2	down	-0.496980383210917
Ncol_pos	Nvec_vc1.1_XM_048720696.1	down	-0.488960209816941
Elav_pos	Nvec_vc1.1_XM_032384528.2	up	0.477477189843136
Elav_pos	Nvec_vc1.1_XM_001625674.3	up	0.469978597161765
Ncol_pos	Nvec_vc1.1_XM_048729685.1	up	0.462790084651759
Elav_pos	Nvec_vc1.1_XM_001623468.3	up	0.452969389201115
Elav_pos	Nvec_vc1.1_XM_032385492.2	down	-0.451671550208089
Elav_pos	Nvec_vc1.1_XM_032385492.2	down	-0.451671550208089
Elav_pos	Nvec_vc1.1_XM_032385492.2	down	-0.451671550208089
Elav_pos	Nvec_vc1.1_XM_032385492.2	down	-0.451671550208089
Elav_pos	Nvec_vc1.1_XM_032372223.2	down	-0.439390413935677
Elav_pos	Nvec_vc1.1_XM_001639584.3	down	-0.436180977222972
Ncol_pos	Nvec_vc1.1_XM_032376703.2	down	-0.435854221069494
Elav_pos	Nvec_vc1.1_XM_032386896.2	up	0.43252877787105
Ncol_pos	Nvec_vc1.1_XM_032365534.2	down	-0.423889828632951
Ncol_pos	Nvec_vc1.1_XM_032364245.2	up	0.420581286336318
Elav_pos	Nvec_vc1.1_XM_001629587.3	up	0.396805908026481
Elav_pos	Nvec_vc1.1_XM_001626953.3	down	-0.383375041530601
Elav_pos	Nvec_vc1.1_XM_032367327.2	up	0.381421861431614
Elav_pos	Nvec_vc1.1_XM_032385983.2	up	0.366612061834983
Elav_pos	Nvec_vc1.1_XM_048733167.1	up	0.344061709257596
Ncol_pos	Nvec_vc1.1_XM_048734183.1	up	0.340149133217274
Elav_pos	Nvec_vc1.1_XM_032366610.2	up	0.339726199523459
Elav_pos	Nvec_vc1.1_XM_001630004.3	up	0.317680377724524
Elav_pos	Nvec_vc1.1_XM_048727633.1	up	0.313092591967457
Elav_pos	Nvec_vc1.1_XM_032366290.2	up	0.295019888742984
Elav_pos	Nvec_vc1.1_XM_032383213.2	up	0.2912919265014
